item_sku,rec_sku,similarity_score
FAML6E,F161,91.93
AWP120,46ACF,82.38
AWP120,91ACP,81.94
AWP120,47ACF,80.1
AWP120,196ACF,79.45
AWP120,96ACF,79.17
AWP120,86ACF,75.28
AWP120,911ACF,75.26
AWP120,HBFE48,73.51
AWP120,388ACF,73.45
AWP120,LP404,71.73
TL72,FL80,82.52
TL72,SL80A,75.06
TL72,T72,73.63
TL72,F80,67.11
TL72,S80A,64.41
TL72,TM72,63.31
TL72,TL72FOD,62.73
TL72,TF72,61.46
TL72,TX72,60.85
TL72,TK72,60.49
FXK3,FXK6,98.68
FXK3,TMXK2,88.66
FXK3,FU8A,86.88
FXK3,TMXK60,86.39
FXK3,TMXK4,85.86
FXK3,FX1,81.54
FXK3,FXK11,78.88
FXK3,A2A,77.53
FXK3,SXK5,77.07
FXK3,FXK8,75.31
110STMDY,110TMDY,96.14
110STMDY,211SFY,94.47
110STMDY,211FY,91.26
110STMDY,61CF,83.91
110STMDY,OEX8B,79.55
110STMDY,OEX11B,78.26
110STMDY,OXI707BK,77.42
110STMDY,106TMUSA,77.03
110STMDY,DS809K,74.55
110STMDY,VS807B,74.48
SQUARECOMB12,CNT6521,90.25
SQUARECOMB12,AW1013DK,84.31
SQUARECOMB12,YA339A,81.96
SQUARECOMB12,PPC206A,81.28
SQUARECOMB12,BP12B,81.16
SQUARECOMB12,8HR,80.37
SQUARECOMB12,10SSD,79.67
SQUARECOMB12,PPC905B,79.36
SQUARECOMB12,PPC205A,79.1
SQUARECOMB12,PPC103A,78.4
206AFX,106BTMX,88.8
206AFX,103UFTS,86.41
206AFX,124STTMM,86.15
206AFX,305ASX,83.12
206AFX,1206GS,81.14
206AFX,208AFX,77.37
206AFX,PL400B,76.03
206AFX,212EFTXY,72.93
206AFX,LP404,72.39
206AFX,OEXM713B,72.25
305ASX,208AFX,88.57
305ASX,103UFTS,86.38
305ASX,313TSMYA,85.98
305ASX,124STTMM,84.62
305ASX,1206GS,83.77
305ASX,206AFX,83.12
305ASX,313TWMYA,79.03
305ASX,OEXM713B,77
305ASX,313TSYA,76.42
305ASX,211EFAMY,76.4
SEPPREHD,SEPDIESELADD,73.88
SEPPREHD,SEPMG725K,44.82
SEPPREHD,SEPPREENTRY,42.2
SEPPREHD,BT4651,42.07
SEPPREHD,KWSP2455AST,40.54
SEPPREHD,SEPFAR7200K,35.3
SEPPREHD,KACKFLTCLNR,34.95
SEPPREHD,SEPPWRSPORT,34.16
SEPPREHD,A91F,34.04
SEPPREHD,AWSGM6A,33.6
SOEXM710,SOEXM705,77.97
SOEXM710,SOEX710,76.63
SOEXM710,212EFTXY,72.63
SOEXM710,SGDX60BR,71.79
SOEXM710,112STMMY,71.65
SOEXM710,PPC710BK,71.43
SOEXM710,SOEXM8,70.89
SOEXM710,F80,70.25
SOEXM710,212SFSMY,69.35
SOEXM710,HBBD32,69.34
FXK6,FXK3,98.68
FXK6,TMXK2,89.14
FXK6,TMXK60,88.65
FXK6,FU8A,85.39
FXK6,TMXK4,85.2
FXK6,FX1,80.28
FXK6,FXK11,78.62
FXK6,A2A,76.42
FXK6,FXK8,75.98
FXK6,HSG319,75.35
S80A,F80,87.04
S80A,SN24C,83.64
S80A,SL80A,82.97
S80A,T72,81.01
S80A,SN18B,76.1
S80A,SXK5,73.6
S80A,F10LD,73.4
S80A,310TWMYA,73.34
S80A,F12LB,71.69
S80A,305ASX,70.53
212EFTXY,211EFAMY,88.98
212EFTXY,207EFAMY,85.26
212EFTXY,S9704KR,84.2
212EFTXY,S9706KRA,82.36
212EFTXY,PPC710BK,81.61
212EFTXY,112STMMY,79.05
212EFTXY,S9704KA,78.93
212EFTXY,1206GS,78.6
212EFTXY,112TMMY,78.22
212EFTXY,208EFAY,77.86
117TMM,206EAU,88.35
117TMM,317AMMPC,85.55
117TMM,212SFSMY,83.14
117TMM,212FSMY,81.97
117TMM,112STMMY,79.58
117TMM,SGA173BR,75.35
117TMM,S9704KA,75.07
117TMM,PRH57A,73.72
117TMM,UIM225,71.23
117TMM,LP10WR,71.11
THLF72,FHLF80A,88.48
THLF72,SHLF80A,82.45
THLF72,FHLLF80,69.39
THLF72,SHX80B,66.98
THLF72,SH80A,66.46
THLF72,SHL80A,63.95
THLF72,THLLF72,63.56
THLF72,206AFXW,61.75
THLF72,THL72,60.97
THLF72,THRLX72,60.96
SIMM320,SIMM300,96.21
SIMM320,SIMM360,94.01
SIMM320,SIMM340,81.72
SIMM320,OEXM240B,71.84
SIMM320,BT11,68.81
SIMM320,ACT1370,68.63
SIMM320,S6118A,68.39
SIMM320,B3404B,68.25
SIMM320,SIMM290,67.89
SIMM320,OEXM230B,67.87
TFM7530B,TWM32,77.01
TFM7530B,TWM30,75.32
TFM7530B,TF1124B,73.84
TFM7530B,GMB3041,70.63
TFM7530B,TF1127B,69.14
TFM7530B,FXWP3,63.83
TFM7530B,S9711KA,62.15
TFM7530B,SRPCR3800,60.17
TFM7530B,206EFABLM,58.46
TFM7530B,SEPBIKSETAOA,57.58
106BTMX,206AFX,88.8
106BTMX,103UFTS,86.32
106BTMX,124STTMM,84.42
106BTMX,208AFX,82.81
106BTMX,1206GS,79.41
106BTMX,106ATMXW,77.04
106BTMX,305ASX,76.3
106BTMX,TMU8B,74.62
106BTMX,T72,73.33
106BTMX,206AFXW,71.29
PWCS9ACF,29ACF,74.15
PWCS9ACF,PWCS7ACF,70.25
PWCS9ACF,LP404,69.47
PWCS9ACF,HBBD16,69.27
PWCS9ACF,AWP120,68.96
PWCS9ACF,SGHBF500A,68.66
PWCS9ACF,HBFE48,68.3
PWCS9ACF,HBFE16,67.04
PWCS9ACF,SGASA204CR,66.82
PWCS9ACF,TPMB25,64.48
PWCSS7ACF,PWCS7ACF,54.68
PWCSS7ACF,PWCS9ACF,53.45
PWCSS7ACF,388ACF,52.6
PWCSS7ACF,SHLF80A,51.39
PWCSS7ACF,SGASA204CR,49.19
PWCSS7ACF,FHLLF80,48.27
PWCSS7ACF,EPC160,48.23
PWCSS7ACF,29ACF,47.96
PWCSS7ACF,BLPTHC87,47.2
PWCSS7ACF,EECT400,46.4
PGP50,FB360C,84.5
PGP50,GA296B,82.95
PGP50,GA143C,82.29
PGP50,FB361A,80.64
PGP50,AC5C,74.98
PGP50,PK53A,71.92
PGP50,BTK5,70.03
PGP50,B1461,69.99
PGP50,RULER601,69.9
PGP50,BF620C,69.54
FB316B,GA265A,85.28
FB316B,RULER601,75
FB316B,PT28E,73.06
FB316B,FB305A,73.06
FB316B,HBBT16,71.12
FB316B,HBPT24,69.4
FB316B,YA339A,68.42
FB316B,PPB30AK,67.92
FB316B,GAJ12A,67.42
FB316B,FB361A,67.24
T72,F80,88.03
T72,S80A,81.01
T72,TMU8B,76.74
T72,110TMDY,75.26
T72,211FY,73.86
T72,TL72,73.63
T72,TMXK2,73.52
T72,106BTMX,73.33
T72,FU8A,72.47
T72,110STMDY,71.89
208EPIT,HBFE24,77.08
208EPIT,RTD48,74.43
208EPIT,206EFABLM,73.13
208EPIT,208EFAY,72.88
208EPIT,EXDL10A,71.76
208EPIT,211EFAMY,71.12
208EPIT,208EFTABMY,69.67
208EPIT,CJ2001P,69.6
208EPIT,S9706KRA,69.42
208EPIT,1206GS,68.91
PTC250,PTGR110,92.95
PTC250,PTGR100,88.89
PTC250,AT109,79.32
PTC250,SAG03S20,71.62
PTC250,DPT7A,69.8
PTC250,PDR3000A,69.71
PTC250,AT425R,69.7
PTC250,PDR5000A,69.66
PTC250,VWB8B,68.42
PTC250,HR-26PKC,67.7
BOERM9,BOERM8,76.52
BOERM9,BOERM11,67.17
BOERM9,BOERM19,65.32
BOERM9,BOERM10,62.93
BOERM9,BOERM14,62.1
BOERM9,BOERM17,58.15
BOERM9,BOERM15,57.84
BOERM9,BOERM12,57.1
BOERM9,BOERM18,56.76
BOERM9,BOERM13,53.92
KRSC323PBO,GMASEPA,43.76
KRSC323PBO,TPGIF1600A,39.16
KRSC323PBO,AWMCG1600B,38.22
KRSC323PBO,AT5500,35.39
KRSC323PBO,KRA4008FPBO,35.36
KRSC323PBO,AT380A,34.66
KRSC323PBO,CTLU861,34.11
KRSC323PBO,LSRM2000,34.02
KRSC323PBO,LSR2000,33.91
KRSC323PBO,MG325,33.43
BTCP500,BTG8,77.01
BTCP500,TDG1,69.23
BTCP500,SEPIMMSIMM,68.59
BTCP500,GAX36,68.23
BTCP500,LSRM2000,64.21
BTCP500,207IPFM,60.51
BTCP500,SOEXM705,58.5
BTCP500,BOERM712,57.5
BTCP500,S3624,55.62
BTCP500,BOERM704,54.96
OEX38B,OEX42B,94.53
OEX38B,OEX44B,90.85
OEX38B,OEX714KB,76.25
OEX38B,RXFS2836B,72.84
OEX38B,313SWYA,72.6
OEX38B,313SYA,72.3
OEX38B,PPC20LB,71.66
OEX38B,SW421,71.28
OEX38B,OEXM250B,71.25
OEX38B,PPC210BK,70.42
FK80,TK72,77.8
FK80,FKF80A,63.9
FK80,TKF72,62.14
FK80,TXM72,60.28
FK80,FC72,59.79
FK80,TM72,59.72
FK80,FHOF80A,59.05
FK80,112RTMA,56.79
FK80,OXKRM705,53.44
FK80,TLLF72,52.55
FHL80,SHL80A,79.97
FHL80,SH80A,77.93
FHL80,THL72,74.36
FHL80,THLL72,71.52
FHL80,FHLL80,63.8
FHL80,SHBB24,61.37
FHL80,HBFE48,60.03
FHL80,SPBS704AR,59.73
FHL80,THR72,59.14
FHL80,LP404,58.33
FLLF80,TLLF72,76.92
FLLF80,SLX80A,67.05
FLLF80,F80MP,60.33
FLLF80,TXM72,56.58
FLLF80,RAF80A,55.14
FLLF80,SN36,53.93
FLLF80,TKF72,53.8
FLLF80,204IMXA,53.37
FLLF80,XFRM705,53.18
FLLF80,RTD48,52.71
205IPF,307IPLY,81.63
205IPF,212SIMFYA,79.63
205IPF,207IPFM,75.34
205IPF,210IMFSYA,74.24
205IPF,VSM807B,73.57
205IPF,212IMFMSYA,72.16
205IPF,312IPL,70.81
205IPF,PBS704,70.04
205IPF,PPC20LB,67.72
205IPF,PBMP703A,66.67
CTLU861,CTLED861,76.45
CTLU861,CTB8174,75.68
CTLU861,CTC772A,68.88
CTLU861,CTLAR761,65.47
CTLU861,CTS861K2,63.76
CTLU861,CTLMAG-BOOT,61.65
CTLU861,CTL8850,60.28
CTLU861,CTG861K1,58.77
CTLU861,CTLFD761,58.22
CTLU861,CT825DB,57.89
TMXK60,FXK6,88.65
TMXK60,FXK3,86.39
TMXK60,TMXK2,84.82
TMXK60,FXK11,84.06
TMXK60,TMXK4,81.73
TMXK60,TMU8B,78.47
TMXK60,FX1,75.75
TMXK60,FU8A,75.24
TMXK60,TMXK110,73.23
TMXK60,F80,72.83
SGHF616BR,AW1015DHK,83.4
SGHF616BR,HSG319,82.14
SGHF616BR,BP12B,80.96
SGHF616BR,RULER602,79.34
SGHF616BR,10MA,78.74
SGHF616BR,PPC103A,76.51
SGHF616BR,DS806AK,76.48
SGHF616BR,RULER601,75.62
SGHF616BR,YA339A,74.96
SGHF616BR,PPC820B,74.74
SPBS18AR,CSA8CR,75.39
SPBS18AR,AWP160,74.08
SPBS18AR,SPBS8AR,73.64
SPBS18AR,LP10WR,70.09
SPBS18AR,PPC710BK,68.61
SPBS18AR,PL307ACF,68.54
SPBS18AR,SN24C,68.31
SPBS18AR,AWP120,68.07
SPBS18AR,FXK11,66.66
SPBS18AR,PKNC150,65.99
212SFSMY,212FSMY,97.01
212SFSMY,112STMMY,85.06
212SFSMY,206EAU,83.3
212SFSMY,117TMM,83.14
212SFSMY,112TMMY,81.91
212SFSMY,FXK11,81.48
212SFSMY,211SFSY,79.77
212SFSMY,PPC710BK,79.51
212SFSMY,317AMMPC,78.99
212SFSMY,S9704KA,78.01
HBBD32,HBBD24,86.31
HBBD32,HBBD16,85.46
HBBD32,SPBS704AR,85.28
HBBD32,HBFE48,80.57
HBBD32,HBFE103,79.73
HBBD32,PBS704,76.52
HBBD32,HBFE32,73.77
HBBD32,PL400B,73.25
HBBD32,SGASA204CR,72.95
HBBD32,SGASA104BR,72.59
E1020,CJ2001P,75.26
E1020,EXDL10A,75.09
E1020,SGHBF500A,72.54
E1020,DB129C,69.05
E1020,SRP400B,68.99
E1020,VWB8B,68.49
E1020,PBS704,66.4
E1020,210FRHMA,66.04
E1020,PPC210BK,65.81
E1020,RTEMP8,64.6
HBBD8,YA339A,79.29
HBBD8,PPB30AK,73.91
HBBD8,SQUARECOMB12,70.48
HBBD8,PPC205A,70.04
HBBD8,HBBD16,69.76
HBBD8,TPMB25,68.55
HBBD8,PPCS60BK,67.9
HBBD8,AWBPH13,67.47
HBBD8,HBPT24,67.24
HBBD8,214SFY,66.91
WTS6A,SGDMRC103A,67.25
WTS6A,110STMDY,65.56
WTS6A,61CF,61.74
WTS6A,DS809K,61.63
WTS6A,TMS4E,58.87
WTS6A,SGDMRC108A,58.28
WTS6A,211SFY,57.68
WTS6A,ST50A,57.51
WTS6A,110TMDY,57.03
WTS6A,WTG8A,56.74
L872,L872RM,98.76
L872,L872RJ,93.4
L872,L8112A,92.86
L872,L62,75.23
L872,429IM,66.29
L872,GLAS1F,64.58
L872,314SCOA,62.48
L872,425IMM,62.35
L872,VS814A,59.11
L872,L122,57.92
PT850,MG325,69.8
PT850,315SIMMYA,68.28
PT850,IM1PT,64.61
PT850,LSRM2000,64.29
PT850,312SIMM,62.97
PT850,YA4050B,62.14
PT850,PTR72,62.02
PT850,305TSKTA,61.68
PT850,RXFMS606B,60.55
PT850,304IMX,59.68
207IMFLE,106IPTMMA,82.37
207IMFLE,HCP10,66.75
207IMFLE,BTCP400,65.78
207IMFLE,207IPSFM,64.14
207IMFLE,112TMMSY,63.69
207IMFLE,SHCP1B,63.1
207IMFLE,XFRM705,62.7
207IMFLE,204FXKLA,62.43
207IMFLE,111TMUSMA,62.04
207IMFLE,112SIMTMM,62.02
OFC14KT,BTCP2SA,69.52
OFC14KT,BTCW800,68.25
OFC14KT,OFSKIT,67.15
OFC14KT,BTCP1,61.03
OFC14KT,YA4050B,60.59
OFC14KT,OFW4KT,59.77
OFC14KT,305TSKTA,58.71
OFC14KT,BTG8,58.46
OFC14KT,BTK7A,57.79
OFC14KT,BTG9,57.46
SR80A,SN15B,69.88
SR80A,305ASX,69.76
SR80A,F10LD,69.56
SR80A,310TWMYA,68.87
SR80A,310SWMYA,66.78
SR80A,313TWYA,66.13
SR80A,SN18B,65.6
SR80A,313TSYA,63.82
SR80A,313SMYA,62.72
SR80A,313TSMYA,62.34
SX24,SX20,81.71
SX24,XOM605,77.19
SX24,OXIM710B,76.14
SX24,307ESAMY,74.71
SX24,PBMP703A,73.67
SX24,208AFX,71.05
SX24,307IPLMY,70.51
SX24,210FRHMA,70
SX24,SGRHT6BR,69.21
SX24,OEXM240B,68.83
212IMFMSYA,212SIMFYA,89.65
212IMFMSYA,214IMFMYA,87.91
212IMFMSYA,214SIMFMYA,85.28
212IMFMSYA,210IMFSYA,82.3
212IMFMSYA,IPF800B,81.79
212IMFMSYA,204IMXA,77.3
212IMFMSYA,205IPF,72.16
212IMFMSYA,207IPFM,70.16
212IMFMSYA,311IMYA,69.1
212IMFMSYA,315IMMYA,67.81
204IMXA,214IMFMYA,88.33
204IMXA,214SIMFMYA,86.84
204IMXA,304IMX,86.13
204IMXA,IPF800B,78.23
204IMXA,212IMFMSYA,77.3
204IMXA,212SIMFYA,75.67
204IMXA,207IPFM,72.72
204IMXA,1206GS,67.76
204IMXA,312SIMM,66.65
204IMXA,IP80D,65.42
KWSN2455ABL,KWSP2455AST,66.28
KWSN2455ABL,KCP2422PBO,58.82
KWSN2455ABL,KCP1422PBO,57.06
KWSN2455ABL,KWSN2455AST,53.17
KWSN2455ABL,KWSP2455ABL,53.06
KWSN2455ABL,KRA2422PBO,50.06
KWSN2455ABL,KRWT2411,41.9
KWSN2455ABL,SEPFAR7200K,41.82
KWSN2455ABL,KRA2406BPBO,41.58
KWSN2455ABL,414AHD,40.77
OXKRM705,204FXKLA,64.94
OXKRM705,305SXWP,61
OXKRM705,303SXWKL,59.95
OXKRM705,207IMFLE,58.91
OXKRM705,PPCL60BK,58.71
OXKRM705,210FCOMA,58.45
OXKRM705,210FRHMA,58.18
OXKRM705,BOERM704,57.93
OXKRM705,TXM72,57.29
OXKRM705,VSM807B,57.21
SGHBF500A,PPC715BK,80.23
SGHBF500A,PBS704,78.18
SGHBF500A,HBBD16,78.13
SGHBF500A,PPC210BK,77.51
SGHBF500A,DB129C,76.86
SGHBF500A,LP404,76.83
SGHBF500A,HBPT16,76.81
SGHBF500A,SGDXL80BR,76.59
SGHBF500A,SGASA104BR,76.2
SGHBF500A,EXDL10A,75.99
BP40B,BP24B,75.81
BP40B,BP32B,73.59
BP40B,YA105013,71.05
BP40B,A177A,68.96
BP40B,YA1050B,68.75
BP40B,CSA12CR,65.6
BP40B,PK23A,65.22
BP40B,SGRHT2BR,63.87
BP40B,PPCSG710,63.29
BP40B,JT13B,63.12
1206GS,103UFTS,88.44
1206GS,305ASX,83.77
1206GS,206AFX,81.14
1206GS,124STTMM,80.56
1206GS,211EFAMY,80.14
1206GS,206AFXW,79.56
1206GS,106BTMX,79.41
1206GS,208AFX,79.4
1206GS,212EFTXY,78.6
1206GS,106ATMXW,78.48
IPF800B,IP80D,88.59
IPF800B,212IMFMSYA,81.79
IPF800B,214IMFMYA,80.24
IPF800B,214SIMFMYA,79.58
IPF800B,204IMXA,78.23
IPF800B,1206GS,76.69
IPF800B,212SIMFYA,75.72
IPF800B,304IMX,71.04
IPF800B,207IPFM,68.53
IPF800B,HBFE48,67.62
TWM27,TWM25,79.98
TWM27,TWM32,79.57
TWM27,TWM30,77.21
TWM27,TWM28,75.78
TWM27,TWM26,74.88
TWM27,TWM29,72.6
TWM27,TWM31,71.71
TWM27,TWM23,68.32
TWM27,TWM24,68.21
TWM27,TWM22,66.28
CTB8174,CTC772A,83.75
CTB8174,CTLMAG-BOOT,78.32
CTB8174,CTLU861,75.68
CTB8174,CTLED861,69.77
CTB8174,CTLAR761,68.42
CTB8174,CTLFD761,63.06
CTB8174,CTS861K2,60.92
CTB8174,CT861K2,56.49
CTB8174,CTQ838DB,54.44
CTB8174,CTRS761AK2,51.58
218AFP,317MPC,88.41
218AFP,DS806AK,71.4
218AFP,313SYA,70.68
218AFP,SW381,69.92
218AFP,SW401,69.42
218AFP,114ATMP,68.68
218AFP,8R,68.26
218AFP,R1618SC,67.39
218AFP,XB605A,65.87
218AFP,YA337A,65.79
S8,SXK3,88.56
S8,SXK11,87.07
S8,SXK5,86.85
S8,1650,82.52
S8,OEX714KB,80.51
S8,SX2,79.3
S8,313SWMYA,75.8
S8,OEXM80B,75.74
S8,212FMY,75.5
S8,313SMYA,74.31
MS800,SW421,60.09
MS800,PPC6LB,51.51
MS800,PPC5A,49.59
MS800,UPT35,44.82
MS800,ECHDE052,44.7
MS800,SRPCR105,43.7
MS800,MS1300,43.53
MS800,MS400A,43.13
MS800,AWPBX10,42.62
MS800,BLPBTW8,42.53
LP7R,LP10R,89.21
LP7R,LP6LN,88.36
LP7R,LP7WR,82.95
LP7R,PPC816B,72.45
LP7R,SG5ASABR,68.07
LP7R,PPC4A,67.39
LP7R,PPC204A,67.37
LP7R,LP5WR,67.07
LP7R,AWP120,66.45
LP7R,196ACF,66.38
BLPTE3810,BLPTE3814,97
BLPTE3810,BLPTE3812,96.38
BLPTE3810,BLPTE3816,96.14
BLPTE3810,OXIM6B,81.22
BLPTE3810,BLPH124,59.64
BLPTE3810,BLPTE1220,55.22
BLPTE3810,OXIM7B,52.27
BLPTE3810,BLPTE1218,51.23
BLPTE3810,BLPTE1224,48.99
BLPTE3810,BLPTE148,48.74
SRPCR105,UPT35,78.11
SRPCR105,PPC710BK,76.07
SRPCR105,FBST338,74.2
SRPCR105,UIM225,73.01
SRPCR105,PPB826A,70.32
SRPCR105,PPB816A,66.45
SRPCR105,PRH57A,65.06
SRPCR105,SGA173BR,64.62
SRPCR105,AT4135,64.49
SRPCR105,PPB30AK,63.53
SGDTX50BR,CSA12CR,71.17
SGDTX50BR,UTS105A,67.95
SGDTX50BR,HBFE16,65.79
SGDTX50BR,TPM16,64.36
SGDTX50BR,BP24B,64.29
SGDTX50BR,SGT4BR,63.02
SGDTX50BR,PK23A,62.84
SGDTX50BR,BP32B,62.11
SGDTX50BR,SGDX40BR,61.35
SGDTX50BR,210AFLEY,60.18
SHDX80R,SGASA204CR,75.56
SHDX80R,PL400B,74.54
SHDX80R,LP404,69.8
SHDX80R,SGASA104BR,67.89
SHDX80R,SPBS704AR,67.57
SHDX80R,OEXM713B,65.17
SHDX80R,AWP120,64.71
SHDX80R,HBFE32,62.95
SHDX80R,206AFX,62.72
SHDX80R,HBBD16,62.6
210AFLEY,211EFAMY,72.35
210AFLEY,210EFTXRY,72.19
210AFLEY,210EFTAMY,71.01
210AFLEY,213AFLEY,68.84
210AFLEY,206FSUMA,68.14
210AFLEY,212EFTXY,66.89
210AFLEY,207EFTXY,66.61
210AFLEY,SN25A,66.15
210AFLEY,111TMUSMA,66.06
210AFLEY,STX60E,65.26
207EFAMY,212EFTXY,85.26
207EFAMY,S9706KRA,81.38
207EFAMY,SGA173BR,77.8
207EFAMY,112STMMY,77.23
207EFAMY,PPC710BK,74.29
207EFAMY,207EFTXY,73.15
207EFAMY,S9704KA,73.15
207EFAMY,208EFAY,72.76
207EFAMY,S9704KR,72.19
207EFAMY,211EFAMY,72.11
SGDMRCE44,SGDMRC4A,84.2
SGDMRCE44,SSF1,66.82
SGDMRCE44,SSFP2,66.41
SGDMRCE44,SSFP1,64.22
SGDMRCE44,SGDMRC11A,62.88
SGDMRCE44,908CF,62.07
SGDMRCE44,106TMUSA,57.23
SGDMRCE44,BTWSMPK,56.71
SGDMRCE44,SDDDM1AR,56.6
SGDMRCE44,SDM400A,55.72
SOXRRM710A,SOXRR707A,77.23
SOXRRM710A,BLPTHC87,66.72
SOXRRM710A,312SIMM,65.59
SOXRRM710A,214SIMFMYA,60.95
SOXRRM710A,210FCOMA,59.95
SOXRRM710A,SOEXM705,59.9
SOXRRM710A,214IMFMYA,56.35
SOXRRM710A,206AFX,56.29
SOXRRM710A,ATECH2FR125B,56.24
SOXRRM710A,304IMX,56.19
SVTS272A,SVTSRAD272U,79.24
SVTS272A,RADKITULTRA,75.66
SVTS272A,SVTA9100,65.9
SVTS272A,SGRHT6BR,65.67
SVTS272A,EEPV500,63.18
SVTS272A,210FRHMA,63.18
SVTS272A,SVTS264,62.61
SVTS272A,207IPSFM,60.52
SVTS272A,LDT8,58.35
SVTS272A,SHCP1B,58.34
MTTL800,YA1175KIT,69.71
MTTL800,MTTL700,66.03
MTTL800,YAKS42,62.99
MTTL800,SGTT110B,61.55
MTTL800,EECT413,60.51
MTTL800,SRPCR112,55.89
MTTL800,210FRHMA,55.5
MTTL800,PWC48,55.34
MTTL800,RADKITULTRA,55.22
MTTL800,LDT40,54.9
ATECH2FR125B,ATECH3FR300B,78.27
ATECH2FR125B,RTD48,62.24
ATECH2FR125B,ATECH1FS300,61.98
ATECH2FR125B,BLPTHC87,60.71
ATECH2FR125B,SRPCR107,58.74
ATECH2FR125B,SPBS704AR,58.33
ATECH2FR125B,SOXRRM710A,56.24
ATECH2FR125B,PL330ACF,53.59
ATECH2FR125B,PL400B,53.02
ATECH2FR125B,206AFXW,52.43
612AEP,908CF,80.1
612AEP,808CF,78.12
612AEP,912AEP,78.11
612AEP,312CF,73.24
612AEP,84CF,72.5
612AEP,86EP,72.21
612AEP,490CF,71.92
612AEP,915CP,70.22
612AEP,PWC52A,69.88
612AEP,SGDMRC11A,68.59
SH80A,SHL80A,85.48
SH80A,THL72,80.59
SH80A,FHL80,77.93
SH80A,SHBB24,75.43
SH80A,THLL72,73.21
SH80A,SHX80B,71.08
SH80A,THLX72,70.91
SH80A,SHN36,68.85
SH80A,SHLL80A,67.25
SH80A,305ASX,66.56
208AFX,305ASX,88.57
208AFX,103UFTS,85.4
208AFX,106BTMX,82.81
208AFX,124STTMM,82.42
208AFX,1206GS,79.4
208AFX,206AFX,77.37
208AFX,OEXLM710B,77.25
208AFX,211EFAMY,76.57
208AFX,111TMUSMA,73.9
208AFX,106ATMXW,72.81
CSSD1R,CSSD50R,88.9
CSSD1R,FB336,73.91
CSSD1R,HCP48BCF,69.25
CSSD1R,FB307RNB,65.08
CSSD1R,HBBT16,62.04
CSSD1R,HBBD56,61.29
CSSD1R,SGA1714B,61.27
CSSD1R,PBMP12A,61.27
CSSD1R,FKF80A,61.07
CSSD1R,SGTT110B,59.91
OXIM710B,XOM605,78.91
OXIM710B,VSM807B,77.06
OXIM710B,OXIM707SBK,76.48
OXIM710B,SX24,76.14
OXIM710B,PBMP703A,75.58
OXIM710B,210FRHMA,75.5
OXIM710B,SGRHT6BR,73.51
OXIM710B,208EFTABMY,73.51
OXIM710B,111TMUSMA,71.85
OXIM710B,305SXWP,70.64
UIM225,UPT35,87.8
UIM225,PRH57A,84.66
UIM225,LP10WR,80.98
UIM225,FXK11,80.8
UIM225,PPC710BK,76.18
UIM225,97ACF,75.81
UIM225,SGA173BR,74.64
UIM225,SGT4BR,73.68
UIM225,SRPCR105,73.01
UIM225,TMXK60,71.47
SOEX710,SOEXM710,76.63
SOEX710,SOEX704,76.02
SOEX710,110TMY,72.84
SOEX710,SOEX30,71.91
SOEX710,110STMY,71.49
SOEX710,1206GS,71.17
SOEX710,SOEX32,71
SOEX710,206AFX,69.48
SOEX710,SOEXM9,67.45
SOEX710,SOEXM8,67.38
TQSG3F250,TQFR100C,82.45
TQSG3F250,TDG1,57.17
TQSG3F250,PL400B,56.18
TQSG3F250,SGASA204CR,54.69
TQSG3F250,HBFE48,51.61
TQSG3F250,BTG8,51.05
TQSG3F250,212EFTXY,50.26
TQSG3F250,SOEXM710,49.46
TQSG3F250,GSAF1F,49.14
TQSG3F250,BTCP500,49.11
LDT8,SVTSRAD272U,68.24
LDT8,YA4000B,66.9
LDT8,SEPBRKINSDIA,64.61
LDT8,SHCP1B,64.49
LDT8,S6118A,63.4
LDT8,YA9350B,62.9
LDT8,ACT1290A,62.05
LDT8,ACT1370,61.95
LDT8,B3404B,61.79
LDT8,BT11,61.43
TWM25,TWM26,96.32
TWM25,TWM29,91
TWM25,TWM28,90.93
TWM25,TWM23,88.61
TWM25,TWM31,88.19
TWM25,TWM24,86.15
TWM25,TWM20,85.86
TWM25,TWM22,85.81
TWM25,TWM21,83.71
TWM25,TWM30,80.48
ECPNH012,ECPNH012UV,51.14
ECPNH012,MAGDISH,49.91
ECPNH012,ECPRE042,47.78
ECPNH012,UIM325,46.7
ECPNH012,MAGMAT,46.46
ECPNH012,TB50,45.51
ECPNH012,ECARL032R,45.3
ECPNH012,MAGSTRIP,43.49
ECPNH012,UKBU10,42.54
ECPNH012,ECPNI032R,42.08
KRBC7TD,CTTOTEA,49.58
KRBC7TD,OFC14KT,45.51
KRBC7TD,TR108,44.68
KRBC7TD,AWBXL13,43.19
KRBC7TD,SEPIMMSIMM,41.5
KRBC7TD,KRBC100ABN,39.38
KRBC7TD,LDT8,38.85
KRBC7TD,SEPPRECOMB,38.22
KRBC7TD,BTG8,38.09
KRBC7TD,KRSC430APBO1,37.33
312IMM,312SIMM,76.19
312IMM,304IMX,60.71
312IMM,214IMFMYA,60.59
312IMM,214SIMFMYA,60.21
312IMM,GMB3041,59.31
312IMM,SEPSTARTER,58.48
312IMM,204IMXA,58.4
312IMM,SRPCR3800,55.31
312IMM,311IMYA,54.33
312IMM,305SIMMY,53.99
TTX25E,TTX20E,95.99
TTX25E,TTX15E,93.7
TTX25E,TTX10E,89.8
TTX25E,TTX8E,88.1
TTX25E,TTX27E,79.8
